,pmid,secid,sentid,section,sentence_text,pred_consort_relevant
507,32874913,2,2,Methods,Forty-two patients with COVID-19 were randomly assigned to XBD plus conventional medicine (n=22) and conventional medicine alone (n=20).,[]
508,32874913,2,3,Methods,Both groups were treated for 1 week.,[]
509,32874913,2,4,Methods,"The primary endpoint was the disappearance rate of main symptoms (fever, cough, and fatigue).",['C06']
510,32874913,3,5,Results,"Compared with the conventional medicine, the disappearance rate of clinical symptoms such as fever, cough, fatigue and loss of appetite in the experimental group were significantly reduced (P<0.05).",[]
511,32874913,3,6,Results,"The number of white blood cells and lymphocytes in the experimental group increased significantly (P<0.05), which all returned to normal parameters.",[]
512,32874913,3,7,Results,"Meanwhile, the C-reactive protein and erythrocyte sedimentation rate in the experimental group were significantly reduced (P<0.05).",[]
513,32874913,4,8,Conclusion,"XBD combined with conventional medicine may significantly improve patient's clinical symptoms, increase the number of white blood cells and lymphocytes to improve immunity, and also significantly reduce C-reactive protein and erythrocyte sedimentation rate to play an anti-inflammatory effect.",[]
514,32874913,4,9,Conclusion,"However, it needs to be confirmed by a large sample study.",[]
515,32874913,5,10,Clinical trial registration,China Clinical Trial Registry (ChiCTR2000034795).,[]
516,32896292,0,0,Title,Azithromycin in addition to standard of care versus standard of care alone in the treatment of patients admitted to the hospital with severe COVID-19 in Brazil (COALITION II): a randomised clinical trial.,[]
517,32896292,1,1,Background,The efficacy and safety of azithromycin in the treatment of COVID-19 remain uncertain.,[]
518,32896292,1,2,Background,"We assessed whether adding azithromycin to standard of care, which included hydroxychloroquine, would improve clinical outcomes of patients admitted to the hospital with severe COVID-19.",[]
519,32896292,2,3,Methods,"We did an open-label, randomised clinical trial at 57 centres in Brazil.",['C02']
520,32896292,2,4,Methods,We enrolled patients admitted to hospital with suspected or confirmed COVID-19 and at least one additional severity criteria as follows: use of oxygen supplementation of more than 4 L/min flow; use of high-flow nasal cannula; use of non-invasive mechanical ventilation; or use of invasive mechanical ventilation.,['C03a']
521,32896292,2,5,Methods,"Patients were randomly assigned (1:1) to azithromycin (500 mg via oral, nasogastric, or intravenous administration once daily for 10 days) plus standard of care or to standard of care without macrolides.",['C04']
522,32896292,2,6,Methods,All patients received hydroxychloroquine (400 mg twice daily for 10 days) because that was part of standard of care treatment in Brazil for patients with severe COVID-19.,['C04']
523,32896292,2,7,Methods,"The primary outcome, assessed by an independent adjudication committee masked to treatment allocation, was clinical status at day 15 after randomisation, assessed by a six-point ordinal scale, with levels ranging from 1 to 6 and higher scores indicating a worse condition (with odds ratio [OR] greater than 100 favouring the control group).",['C06']
524,32896292,2,8,Methods,"The primary outcome was assessed in all patients in the intention-to-treat (ITT) population who had severe acute respiratory syndrome coronavirus 2 infection confirmed by molecular or serological testing before randomisation (ie, modified ITT [mITT] population).",['C06']
525,32896292,2,9,Methods,"Safety was assessed in all patients according to which treatment they received, regardless of original group assignment.",[]
526,32896292,2,10,Methods,"This trial was registered at ClinicalTrials.gov, NCT04321278.",[]
527,32896292,3,11,Findings,"447 patients were enrolled from March 28 to May 19, 2020.",[]
528,32896292,3,12,Findings,"COVID-19 was confirmed in 397 patients who constituted the mITT population, of whom 214 were assigned to the azithromycin group and 183 to the control group.",[]
529,32896292,3,13,Findings,"In the mITT population, the primary endpoint was not significantly different between the azithromycin and control groups (OR 136 [95% CI 094-197], p=011).",[]
530,32896292,3,14,Findings,"Rates of adverse events, including clinically relevant ventricular arrhythmias, resuscitated cardiac arrest, acute kidney failure, and corrected QT interval prolongation, were not significantly different between groups.",['C06']
531,32896292,4,15,Interpretation,"In patients with severe COVID-19, adding azithromycin to standard of care treatment (which included hydroxychloroquine) did not improve clinical outcomes.",[]
532,32896292,4,16,Interpretation,Our findings do not support the routine use of azithromycin in combination with hydroxychloroquine in patients with severe COVID-19.,[]
533,32896292,5,17,Funding,COALITION COVID-19 Brazil and EMS.,[]
534,32923016,0,0,Title,Efficacy and Safety of Triazavirin Therapy for Coronavirus Disease 2019: A Pilot Randomized Controlled Trial.,[]
535,32923016,1,1,,: No therapeutics have been proven effective yet for the treatment of coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2).,[]
536,32923016,1,2,,"To assess the efficacy and safety of Triazavirin therapy for COVID-19, we conducted a randomized, double-blinded controlled trial involving hospitalized adult patients with COVID-19.",['C02']
537,32923016,1,3,,"Participants were enrolled from ten sites, and were randomized into two arms of the study with a ratio of 1:1.",[]
538,32923016,1,4,,Patients were treated with Triazavirin 250mg versus a placebo three or four times a day for 7d.,['C04']
539,32923016,1,5,,"The primary outcome was set as the time to clinical improvement, defined as normalization of body temperature, respiratory rate, oxygen saturation, cough, and absorption of pulmonary infection by chest computed tomography (CT) until 28d after randomization.",['C06']
540,32923016,1,6,,"Secondary outcomes included individual components of the primary outcome, the mean time and proportion of inflammatory absorption in the lung, and the conversion rate to a repeated negative SARS-CoV-2 nucleic acid test of throat swab sampling.",['C06']
541,32923016,1,7,,"Concomitant therapeutic treatments, adverse events, and serious adverse events were recorded.",['C06']
542,32923016,1,8,,"Our study was halted after the recruitment of 52 patients, since the number of new infections in the participating hospitals decreased greatly.",[]
543,32923016,1,9,,We randomized 52 patients for treatment with Triazavirin ( n=26) or a placebo ( n=26).,[]
544,32923016,1,10,,"We found no differences in the time to clinical improvement (median, 7d versus 12d; risk ratio (RR), 2.0; 95% confidence interval (CI), 0.7-5.6;  p=0.2), with clinical improvement occurring in ten patients in the Triazavirin group and six patients in the placebo group (38.5% versus 23.1%; RR, 2.1; 95% CI, 0.6-7.0;  p=0.2).",[]
545,32923016,1,11,,"All components of the primary outcome normalized within 28d, with the exception of absorption of pulmonary infection (Triazavirin 50.0%, placebo 26.1%).",['C06']
546,32923016,1,12,,"Patients in the Triazavirin group used less frequent concomitant therapies for respiratory, cardiac, renal, hepatic, or coagulation supports.",['C04']
547,32923016,1,13,,"Although no statistically significant evidence was found to indicate that Triazavirin benefits COVID-19 patients, our observations indicated possible benefits from its use to treat COVID-19 due to its antiviral effects.",[]
548,32923016,1,14,,Further study is required for confirmation.,[]
549,33015643,0,0,Title,"Anti-C5a antibody IFX-1 (vilobelimab) treatment versus best supportive care for patients with severe COVID-19 (PANAMO): an exploratory, open-label, phase 2 randomised controlled trial.",['C02']
550,33015643,1,1,Background,Severe COVID-19 is characterised by inflammation and coagulation in the presence of complement system activation.,[]
551,33015643,1,2,Background,"We aimed to explore the potential benefit and safety of selectively blocking the anaphylatoxin and complement protein C5a with the monoclonal antibody IFX-1 (vilobelimab), in patients with severe COVID-19.",[]
552,33015643,2,3,Methods,"We did an exploratory, open-label, randomised phase 2 trial (part of the adaptive phase 2/3 PANAMO trial) of intravenous IFX-1 in adults with severe COVID-19 at three academic hospitals in the Netherlands.",['C02']
553,33015643,2,4,Methods,"Eligibility criteria were age 18 years or older; severe pneumonia with pulmonary infiltrates consistent with pneumonia, a clinical history of severe shortness of breath within the past 14 days, or a need for non-invasive or invasive ventilation; severe disease defined as a ratio of partial pressure of arterial oxygen to fractional concentration of oxygen in inspired air (PaO 2/FiO 2) between 100 mm Hg and 250 mm Hg in the supine position; and severe acute respiratory syndrome coronavirus 2 infection confirmed by RT-PCR.",['C03a']
554,33015643,2,5,Methods,Patients were randomly assigned 1:1 to receive IFX-1 (up to seven doses of 800 mg intravenously) plus best supportive care (IFX-1 group) or best supportive care only (control group).,['C04']
555,33015643,2,6,Methods,The primary outcome was the percentage change in PaO 2/FiO 2 in the supine position between baseline and day 5.,['C06']
556,33015643,2,7,Methods,Mortality at 28 days and treatment-emergent and serious adverse events were key secondary outcomes.,['C06']
557,33015643,2,8,Methods,The primary analysis was done in the intention-to-treat population and safety analyses were done in all patients according to treatment received.,[]
558,33015643,2,9,Methods,This trial is registered at ClinicalTrials.gov (NCT04333420).,[]
559,33015643,3,10,Findings,"Between March 31 and April 24, 2020, 30 patients were enrolled and randomly assigned to the IFX-1 group (n=15) or the control group (n=15).",[]
560,33015643,3,11,Findings,During the study it became clear that several patients could not be assessed regularly in the supine position because of severe hypoxaemia.,[]
561,33015643,3,12,Findings,It was therefore decided to focus on all PaO 2/FiO 2 assessments (irrespective of position).,[]
562,33015643,3,13,Findings,"At day 5 after randomisation, the mean PaO 2/FiO 2 (irrespective of position) was 158 mm Hg (SD 63; range 84-265) in the IFX-1 group and 189 mm Hg (89; 71-329) in the control group.",['C06']
563,33015643,3,14,Findings,"Analyses of the least squares mean relative change in PaO 2/FiO 2 at day 5 showed no differences between treatment groups (17% change in the IFX-1 group  vs 41% in the control group; difference -24% [95% CI -58 to 9], p=015.",[]
564,33015643,3,15,Findings,Kaplan-Meier estimates of mortality by 28 days were 13% (95% CI 0-31) for the IFX-1 group and 27% (4-49) for the control group (adjusted hazard ratio for death 065 [95% CI 010-414]).,[]
565,33015643,3,16,Findings,The frequency of serious adverse events were similar between groups (nine [60%] in the IFX-1 group  vs seven [47%] in the control group) and no deaths were considered related to treatment assignment.,[]
566,33015643,3,17,Findings,"However, a smaller proportion of patients had pulmonary embolisms classed as serious in the IFX-1 group (two [13%]) than in the control group (six [40%]).",[]
567,33015643,3,18,Findings,Infections classed as serious were reported in three (20%) patients in the IFX-1 group versus five (33%) patients in the control group.,[]
568,33015643,4,19,Interpretation,"In this small exploratory phase 2 part of the PANAMO trial, C5a inhibition with IFX-1 appears to be safe in patients with severe COVID-19.",[]
569,33015643,4,20,Interpretation,"The secondary outcome results in favour of IFX-1 are preliminary because the study was not powered on these endpoints, but they support the investigation of C5a inhibition with IFX-1 in a phase 3 trial using 28-day mortality as the primary endpoint.",[]
570,33015643,5,21,Funding,InflaRx.,[]
571,33082342,0,0,Title,A pragmatic randomized controlled trial reports lack of efficacy of hydroxychloroquine on coronavirus disease 2019 viral kinetics.,[]
572,33082342,1,1,,": Here, we randomized 53 patients hospitalized with coronavirus disease 2019 (COVID-19) to hydroxychloroquine therapy (at a dose of 400mg twice daily for seven days) in addition to standard care or standard care alone (ClinicalTrials.gov Identifier, NCT04316377).",['C04']
573,33082342,1,2,,All severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) positive patients 18 years of age or older were eligible for study inclusion if they had moderately severe COVID-19 at admission.,['C03a']
574,33082342,1,3,,Treatment with hydroxychloroquine did not result in a significantly greater rate of decline in SARS-CoV-2 oropharyngeal viral load compared to standard care alone during the first five days.,[]
575,33082342,1,4,,Our results suggest no important antiviral effect of hydroxychloroquine in humans infected with SARS-CoV-2.,[]
576,33087047,0,0,Title,The use of intravenous immunoglobulin gamma for the treatment of severe coronavirus disease 2019: a randomized placebo-controlled double-blind clinical trial.,['C02']
577,33087047,1,1,Background,Coronavirus disease 2019 (COVID-19) has infected people in many countries worldwide.,[]
578,33087047,1,2,Background,"Discovering an effective treatment for this disease, particularly in severe cases, has become the subject of intense scientific investigation.",[]
579,33087047,1,3,Background,"Therefore, the objective of this study was to evaluate the efficacy of intravenous immunoglobulin (IVIg) in patients with severe COVID-19 infection.",[]
580,33087047,2,4,Methods,This study was conducted as a randomized placebo-controlled double-blind clinical trial.,['C02']
581,33087047,2,5,Methods,Fifty-nine patients with severe COVID-19 infection who did not respond to initial treatments were randomly assigned into two groups.,[]
582,33087047,2,6,Methods,"One group received IVIg (human)-four vials daily for 3 days (in addition to initial treatment), while the other group received a placebo.",['C04']
583,33087047,2,7,Methods,"Patients' demographic, clinical, and select laboratory test results, as well as the occurrence of in-hospital mortality, were recorded.",['C06']
584,33087047,3,8,Results,"Among total study subjects, 30 patients received IVIg and 29 patients received a placebo.",[]
585,33087047,3,9,Results,"Demographics, clinical characteristics, and laboratory tests were not statistically different (P>0.05) between the two groups.",[]
586,33087047,3,10,Results,"The in-hospital mortality rate was significantly lower in the IVIg group compared to the control group (6 [20.0%] vs. 14 [48.3%], respectively; P=0.022).",[]
587,33087047,3,11,Results,Multivariate regression analysis demonstrated that administration of IVIg did indeed have a significant impact on mortality rate (aOR=0.003 [95% CI: 0.001-0.815]; P=0.042).,[]
588,33087047,4,12,Conclusions,Our study demonstrated that the administration of IVIg in patients with severe COVID-19 infection who did not respond to initial treatment could improve their clinical outcome and significantly reduce mortality rate.,[]
589,33087047,4,13,Conclusions,Further multicenter studies with larger sample sizes are nonetheless required to confirm the appropriateness of this medication as a standard treatment.,[]
590,33087047,5,14,Trial registration,"A study protocol was registered at the Iranian Registry of Clinical Trials ( www.IRCT.ir ), number IRCT20200501047259N1 .",[]
591,33087047,5,15,Trial registration,"It was registered retrospectively on May 17th, 2020.",[]
592,33115675,0,0,Title,"Clinical Outcomes and Plasma Concentrations of Baloxavir Marboxil and Favipiravir in COVID-19 Patients: An Exploratory Randomized, Controlled Trial.",['C02']
593,33115675,1,1,Background,Effective antiviral drugs for COVID-19 are still lacking.,[]
594,33115675,1,2,Background,This study aims to evaluate the clinical outcomes and plasma concentrations of baloxavir acid and favipiravir in COVID-19 patients.,[]
595,33115675,2,3,Methods,Favipiravir and baloxavir acid were evaluated for their antiviral activity against SARS-CoV-2 in vitro before the trial initiation.,['C06']
596,33115675,2,4,Methods,We conducted an exploratory trial with 3 arms involving hospitalized adult patients with COVID-19.,[]
597,33115675,2,5,Methods,"Patients were randomized assigned in a 1:1:1 ratio into baloxavir marboxil group, favipiravir group, and control group.",['C04']
598,33115675,2,6,Methods,The primary outcome was the percentage of subjects with viral negative by Day 14 and the time from randomization to clinical improvement.,['C06']
599,33115675,2,7,Methods,"Virus load reduction, blood drug concentration and clinical presentation were also observed.",[]
600,33115675,2,8,Methods,The trial was registered with Chinese Clinical Trial Registry (ChiCTR 2000029544).,[]
601,33115675,3,9,Results,"Baloxavir acid showed antiviral activity in vitro with the half-maximal effective concentration (EC 50) of 5.48 M comparable to arbidol and lopinavir, but favipiravir didn't demonstrate significant antiviral activity up to 100 M. Thirty patients were enrolled.",[]
602,33115675,3,10,Results,"The percentage of patients who turned viral negative after 14-day treatment was 70%, 77%, and 100% in the baloxavir marboxil, favipiravir, and control group respectively, with the medians of time from randomization to clinical improvement was 14, 14 and 15 days, respectively.",[]
603,33115675,3,11,Results,One reason for the lack of virological effect and clinical benefits may be due to insufficient concentrations of these drugs relative to their antiviral activities.,[]
604,33115675,3,12,Results,"One of the limitations of this study is the time from symptom onset to randomization, especially in the baloxavir marboxil and control groups, which is higher than the favipiravir group.",[]
605,33115675,4,13,Conclusions,Our findings could not prove a benefit of addition of either baloxavir marboxil or favipiravir under the trial dosages to the existing standard treatment.,[]
0,10+1007_s10560-018-0584-y,0,0,Title,"Nonviolence Communication to Reduce Stress, Anxiety and Depression in Young Iranian Women: A Randomized Experiment",[]
1,10+1007_s10560-018-0584-y,1,1,,Stress is one of the important dimensions of social communication that directly and indirectly affect anxiety management or depression.,[]
2,10+1007_s10560-018-0584-y,1,2,,"In the meantime, adolescents and especially girls are more likely to be harmed in poor and vulnerable communities.",[]
3,10+1007_s10560-018-0584-y,1,3,,"The purpose of this study was to evaluate the effect of group training with non-violence communication (NVC) method on stress, anxiety and depression of young girls.",[]
4,10+1007_s10560-018-0584-y,1,4,,The target community in this research was 50 participants that were randomly selected from the charity centers of Tehran suburbs.,['D03b']
5,10+1007_s10560-018-0584-y,1,5,,Participants were randomly divided and placed equally into the experimental and control groups.,[]
6,10+1007_s10560-018-0584-y,1,6,,"The study entry criteria were students aged from 11 to 18 years, the vulnerable socio-economic income and the stress cut off point as 12.",['D03a']
7,10+1007_s10560-018-0584-y,1,7,,"Eight training sessions of NVC were presented for the experimental group between the pre-test and post-test intervals, while no intervention was performed for the control group.",[]
8,10+1007_s10560-018-0584-y,1,8,,"Data collection instruments were depression, anxiety and stress scale (Dass-21) and participants were followed up after 1 month.","['D06b', 'D06a']"
9,10+1007_s10560-018-0584-y,1,9,,"After statistical analysis, the effectiveness of the training was investigated through analysis of repeated major variance.",['D09']
10,10+1007_s10560-018-0584-y,1,10,,"Eventually, the results showed a significant difference between the experimental and control groups (p < .001).",[]
11,10+1007_s10560-018-0584-y,1,11,,"The findings of the study showed that NVC training reduces stress and anxiety levels, but it did not affect depression in young girls who are vulnerable socially and economically.",[]
12,10+1007_s12671-019-01193-9,0,0,Title,Mindfulness-Based Cognitive Therapy for Children (MBCT-C) for Prevention of Internalizing Difficulties: a Small Randomized Controlled Trial with Australian Primary School Children,['D02']
13,10+1007_s12671-019-01193-9,1,1,Objectives,"The use of mindfulness-based programs (MBP) with children is rapidly growing, but calls for well-designed randomized controlled trials (RCTs) of existing programs.",[]
14,10+1007_s12671-019-01193-9,1,2,Objectives,Mindfulness-Based Cognitive Therapy for Children (MBCT-C) has preliminary evidence for targeting internalizing symptoms in children.,[]
15,10+1007_s12671-019-01193-9,1,3,Objectives,"Within MBCT-C (and MBPs more broadly), attention is thought to be a key component of change, but mediation has been relatively unexplored.",[]
16,10+1007_s12671-019-01193-9,1,4,Objectives,"The overall aim of this small RCT was to compare MBCT-C to cognitive behavior therapy (CBT), as a preventive program for children experiencing internalizing difficulties.",[]
17,10+1007_s12671-019-01193-9,2,5,Methods,"A mixed factorial design was used, with 2 (program group) by 2 (pre- and post-intervention) conditions.",[]
18,10+1007_s12671-019-01193-9,2,6,Methods,"Children from 3 primary schools were randomized to MBCT-C (n = 45) or CBT (n = 44) using random permuted blocks, with stratification by school, gender, and age.",['D07']
19,10+1007_s12671-019-01193-9,2,7,Methods,Main analyses were multi-level mixed models.,['D09']
20,10+1007_s12671-019-01193-9,3,8,Results,"Contrary to the hypotheses, only limited differences were found between programs.",[]
21,10+1007_s12671-019-01193-9,3,9,Results,"Both programs had small effects on symptoms of anxiety and depression, quality of life, attention control, and parent- and teacher-SDQ Total Difficulties, as well as moderate-large effects on shifting attention.",[]
22,10+1007_s12671-019-01193-9,3,10,Results,There were no statistically significant changes in mindfulness or sustained attention.,[]
23,10+1007_s12671-019-01193-9,4,11,Conclusions,"This RCT provides a robust test of MBCT-C in a “real life” setting, demonstrating that it may be used as a clinically oriented preventive program in schools to reduce internalizing symptoms.",[]
24,10+1007_s12671-019-01193-9,4,12,Conclusions,The results challenge whether attention (as measured in this study) is a unique component of change for MBCT-C.,[]
25,10+1016_j+apnr+2004+07+006,0,0,Title,"The effect of cognitive–behavioral group therapy on the self-esteem, depression, and self-efficacy of runaway adolescents in a shelter in South Korea",[]
26,10+1016_j+apnr+2004+07+006,1,1,,"This study examined the effects of cognitive–behavioral group therapy (CBT) on the self-esteem, depression, and self-efficacy of runaway adolescents residing in a shelter in Seoul, South Korea.",[]
27,10+1016_j+apnr+2004+07+006,1,2,,The study used a control group pretest–posttest design.,['D02']
28,10+1016_j+apnr+2004+07+006,1,3,,"The experimental group and the control group consisted of 14 and 13 male subjects, respectively, with subjects having been randomly assigned to these groups.",[]
29,10+1016_j+apnr+2004+07+006,1,4,,The experimental group participated in a CBT that consisted of eight sessions over an 8-week period; the control group did not participate in the program.,"['D04b', 'D04a']"
30,10+1016_j+apnr+2004+07+006,1,5,,"To examine the effects of the CBT on dependent variables, the Wilcoxon signed rank test was used.",['D09']
31,10+1016_j+apnr+2004+07+006,1,6,,"The scores on depression decreased significantly (z = −2.325, p = .02) and those on self-efficacy increased significantly (z = −2.098, p = .03) after the intervention in the experimental group.",[]
32,10+1016_j+apnr+2004+07+006,1,7,,"There was no significant change on self-esteem (z = −1.19, p = .23).",[]
33,10+1016_j+apnr+2004+07+006,1,8,,"In the control group, the scores on depression, self-esteem, and self-efficacy did not change significantly after the intervention period.",[]
34,10+1016_j+apnr+2004+07+006,1,9,,The CBT developed in this study consisted of structured and specific content that could be usefully applied to runaway adolescents residing in a shelter.,[]
35,10+1016_j+beth+2019+09+005,0,0,Title,Group Intervention for Adolescent Anxiety and Depression: Outcomes of a Randomized Trial with Adolescents in Kenya☆,[]
36,10+1016_j+beth+2019+09+005,1,1,,"Youth mental health interventions in low-resource communities may benefit from including empirically supported elements, using stigma-free content, and using trained lay-providers.",[]
37,10+1016_j+beth+2019+09+005,1,2,,"We developed and evaluated such an intervention, targeting adolescent depression and anxiety in Kenya, where mental health care is limited by social stigma and a paucity of providers.",[]
38,10+1016_j+beth+2019+09+005,1,3,,"Kenyan adolescents (N = 51, ages 14–17, 60.78% female) from a school in an urban slum in Nairobi with self-reported moderate-to-severe symptoms of depression or anxiety were randomized to the 4-week “Shamiri” (“thrive”) group intervention or a study skills control intervention of equal duration.",['D02']
39,10+1016_j+beth+2019+09+005,1,4,,"The Shamiri intervention included growth mindset, gratitude, and value affirmation exercises.","['D04b', 'D04a']"
40,10+1016_j+beth+2019+09+005,1,5,,"The content was delivered by recent high school graduates (ages 17–21, 60% male) trained as lay-providers.","['D04b', 'D04a']"
41,10+1016_j+beth+2019+09+005,1,6,,Participants met in school once-a-week in groups of 9–12 youths (average group size 10).,[]
42,10+1016_j+beth+2019+09+005,1,7,,"Compared to the study-skills control, Shamiri produced greater reductions in adolescent depression symptoms (p = .038; d = .32) and anxiety symptoms (p = .039; d = .54) from baseline to 4-week follow-up, and greater improvements in academic performance (p = .034; d = .32) from the school-term before versus after the intervention.",[]
43,10+1016_j+beth+2019+09+005,1,8,,"There were no effects on overall social support or perceived control, but the Shamiri group showed larger increases in perceived social support from friends (p = .028, d = .71).",[]
44,10+1016_j+beth+2019+09+005,1,9,,"This appears to be the first report that a brief, lay-provider delivered, community-based intervention may reduce internalizing symptoms and improve academic outcomes in high-symptom adolescents in Sub-Saharan Africa.",[]
45,10+1016_j+beth+2019+09+005,1,10,,Larger replications with extended follow-ups will help gauge the strength and durability of these effects.,[]
46,10+1016_j+brat+2016+08+018,0,0,Title,Online attentional bias modification training targeting anxiety and depression in unselected adolescents: Short- and long-term effects of a randomized controlled trial,[]
47,10+1016_j+brat+2016+08+018,1,1,,"Based on information processing models of anxiety and depression, we investigated the efficacy of multiple sessions of online attentional bias modification training to reduce attentional bias and symptoms of anxiety and depression, and to increase emotional resilience in youth.","['D06b', 'D06a']"
48,10+1016_j+brat+2016+08+018,1,2,,"Unselected adolescents (N = 340, age :  11–18 years) were randomly allocated to eight sessions of a dot-probe, or a visual search-based attentional training, or one of two corresponding placebo control conditions.",['D02']
49,10+1016_j+brat+2016+08+018,1,3,,"Cognitive and emotional measures were assessed pre- and post-training; emotional outcome measures also at three, six and twelve months follow-up.","['D06b', 'D06a']"
50,10+1016_j+brat+2016+08+018,1,4,,"Only visual search training enhanced attention for positive information, and this effect was stronger for participants who completed more training sessions.",[]
51,10+1016_j+brat+2016+08+018,1,5,,"Symptoms of anxiety and depression reduced, whereas emotional resilience improved.",[]
52,10+1016_j+brat+2016+08+018,1,6,,"However, these effects were not especially pronounced in the active conditions.",[]
53,10+1016_j+brat+2016+08+018,1,7,,"Thus, this large-scale randomized controlled study provided no support for the efficacy of the current online attentional bias modification training as a preventive intervention to reduce symptoms of anxiety or depression or to increase emotional resilience in unselected adolescents.",[]
54,10+1016_j+brat+2016+08+018,1,8,,"However, the absence of biased attention related to symptomatology at baseline, and the large drop-out rates at follow-up preclude strong conclusions.",[]
55,10+1016_j+jvb+2007+10+003,0,0,Title,Towards Working Life: Effects of an intervention on mental health and transition to post-basic education☆,[]
56,10+1016_j+jvb+2007+10+003,1,1,,The Towards Working Life group method was designed to promote the transition to the upper secondary level or vocational studies and to support mental health among young people finishing their basic education.,"['D04b', 'D04a']"
57,10+1016_j+jvb+2007+10+003,1,2,,This study examined the effects of the intervention during upper secondary and vocational studies in a randomized field experimental study among a total of 1034 students.,['D02']
58,10+1016_j+jvb+2007+10+003,1,3,,"At the one-year follow-up, the program had increased both education related social ties and the number of adults in these ties.",[]
59,10+1016_j+jvb+2007+10+003,1,4,,The group intervention had interaction effects with baseline risk of depression and learning difficulties on symptoms of depression and school burnout.,[]
60,10+1016_j+jvb+2007+10+003,1,5,,"Among those initially at risk of depression, the intervention decreased symptoms of depression.",[]
61,10+1016_j+jvb+2007+10+003,1,6,,"For students who were at risk of depression and had learning difficulties, the intervention decreased school burnout.",[]
62,10+1080_08865710802310178,0,0,Title,Structured Sensory Therapy (SITCAP-ART) for Traumatized Adjudicated Adolescents in Residential Treatment,"['D04b', 'D04a']"
63,10+1080_08865710802310178,1,1,Summary,"This randomized controlled study assessed the efficacy of a structured group therapy for traumatized, adjudicated adolescents in residential treatment.",[]
64,10+1080_08865710802310178,1,2,Summary,Youth were randomly assigned to a trauma intervention (SITCAP-ART) or to a waitlist/comparison group.,"['D04b', 'D04a']"
65,10+1080_08865710802310178,1,3,Summary,The intervention included both sensory and cognitive/behavioral components.,[]
66,10+1080_08865710802310178,1,4,Summary,Standardized trauma and mental health measures were used.,[]
67,10+1080_08865710802310178,1,5,Summary,"Study participants demonstrated statistically significant reductions in trauma symptoms, depression, rule-breaking behaviors, aggressive behaviors, and other mental health problems.",[]
68,10+1080_09638230600998912,0,0,Title,"Brief interventions targeting personality risk factors for adolescent substance misuse reduce depression, panic and risk-taking behaviours",[]
69,10+1080_09638230600998912,1,1,Background,Personality-targeted cognitive-behavioural interventions have been proven to be effective in reducing alcohol-related behaviours in adolescents.,[]
70,10+1080_09638230600998912,2,2,Aims,"As these interventions target personality traits linked to risk for non-addictive psychopathology, the aim of this study is to examine the extent to which this approach can also prevent the onset or reduce relevant psychological problems in youth.",[]
71,10+1080_09638230600998912,3,3,Method,Participants aged 13 – 16 years (n = 423) were randomly assigned to either a personality matched cognitive-behavioural intervention or a no-intervention control.,"['D04b', 'D04a']"
72,10+1080_09638230600998912,3,4,Method,"The personality matched interventions targeted four personality risk factors: negative thinking (NT), anxiety sensitivity (AS), impulsivity (IMP), and sensation seeking (SS).",[]
73,10+1080_09638230600998912,4,5,Results,"Baseline and follow-up data were obtained on depression scores, panic attacks, and reckless behaviour.",[]
74,10+1080_09638230600998912,4,6,Results,"Results showed a moderate effect of the NT intervention on depression scores, and a similar effect of the AS intervention on panic attack and truancy (i.e., school avoidance).",[]
75,10+1080_09638230600998912,4,7,Results,"A small but significant intervention effect was found for shoplifting for the entire sample, as well as a moderate intervention effect on this outcome for the IMP intervention group.",[]
76,10+1080_09638230600998912,5,8,Conclusions,"These intervention effects indicate that personality-targeted interventions designed to prevent alcohol misuse, can concurrently reduce other relevant psychological problems in youth.",[]
77,10+1080_10926771+2016+1231149,0,0,Title,Randomized Control Trial of Teaching Recovery Techniques in Rural Occupied Palestine: Effect on Adolescent Dissociation,['D02']
78,10+1080_10926771+2016+1231149,1,1,Abstract,"This study assessed the effect of a cognitive behavioral group intervention, Teaching Recovery Techniques (TRT), for adolescents with high levels of posttraumatic stress (n = 154), from villages in occupied Palestine.",[]
79,10+1080_10926771+2016+1231149,1,2,Abstract,"A randomized control trial involved standardized measures to assess war stressors, posttraumatic stress, depression, and dissociation.",[]
80,10+1080_10926771+2016+1231149,1,3,Abstract,Program fidelity was measured by presenter and observer ratings and program delivery cost was calculated per adolescent.,[]
81,10+1080_10926771+2016+1231149,1,4,Abstract,"High levels of traumatic exposure, dissociation, and posttraumatic stress were found.",[]
82,10+1080_10926771+2016+1231149,1,5,Abstract,"In comparison to a wait list group (n = 75), TRT adolescents reported significantly fewer posttraumatic stress symptoms postintervention.",[]
83,10+1080_10926771+2016+1231149,1,6,Abstract,"Depression and dissociation remained stable for TRT adolescents, but worsened for those on the wait list.",[]
84,10+1080_10926771+2016+1231149,1,7,Abstract,"Given the high returns and low costs, this cost–benefit analysis makes a clear case for TRT to be delivered throughout the West Bank.",[]
85,10+1080_10926771+2016+1231149,1,8,Abstract,Longitudinal evaluation is needed to assess adolescent traumatization and the impact of TRT within a context of ongoing violence.,[]
86,10+1080_15325024+2011+650128,0,0,Title,Short-Term Effects of a Writing Intervention Among Adolescents in Gaza,[]
87,10+1080_15325024+2011+650128,1,1,,This study evaluates the effect of a short-term group intervention titled Writing for Recovery in Gaza.,[]
